LineId,Content,EventId,EventTemplate
42,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",3,"ready=true,policy=<:NUM:>,wakefulness=<:NUM:>,wksummary=<:HEX:>,uasummary=<:HEX:>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<:NUM:>,auto=<:NUM:>,adj=<:NUM:>.0userId=<:NUM:>"
43,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",3,"ready=true,policy=<:NUM:>,wakefulness=<:NUM:>,wksummary=<:HEX:>,uasummary=<:HEX:>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<:NUM:>,auto=<:NUM:>,adj=<:NUM:>.0userId=<:NUM:>"
44,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",3,"ready=true,policy=<:NUM:>,wakefulness=<:NUM:>,wksummary=<:HEX:>,uasummary=<:HEX:>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<:NUM:>,auto=<:NUM:>,adj=<:NUM:>.0userId=<:NUM:>"
45,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",3,"ready=true,policy=<:NUM:>,wakefulness=<:NUM:>,wksummary=<:HEX:>,uasummary=<:HEX:>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<:NUM:>,auto=<:NUM:>,adj=<:NUM:>.0userId=<:NUM:>"
46,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",3,"ready=true,policy=<:NUM:>,wakefulness=<:NUM:>,wksummary=<:HEX:>,uasummary=<:HEX:>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<:NUM:>,auto=<:NUM:>,adj=<:NUM:>.0userId=<:NUM:>"
47,shouldBlockLocation running ...,26,shouldBlockLocation running ...
48,shouldBlockLocation  ret:false,27,shouldBlockLocation ret:false
49,shouldBlockLocation running ...,26,shouldBlockLocation running ...
50,shouldBlockLocation  ret:false,27,shouldBlockLocation ret:false
51,getNeighboringCellInfo calling app is com.amap.android.ams,28,getNeighboringCellInfo calling app is com.amap.android.ams
52,shouldBlockLocation running ...,26,shouldBlockLocation running ...
53,shouldBlockLocation  ret:false,27,shouldBlockLocation ret:false
54,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",3,"ready=true,policy=<:NUM:>,wakefulness=<:NUM:>,wksummary=<:HEX:>,uasummary=<:HEX:>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<:NUM:>,auto=<:NUM:>,adj=<:NUM:>.0userId=<:NUM:>"
55,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",3,"ready=true,policy=<:NUM:>,wakefulness=<:NUM:>,wksummary=<:HEX:>,uasummary=<:HEX:>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<:NUM:>,auto=<:NUM:>,adj=<:NUM:>.0userId=<:NUM:>"
56,shouldBlockLocation running ...,26,shouldBlockLocation running ...
57,shouldBlockLocation  ret:false,27,shouldBlockLocation ret:false
58,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",3,"ready=true,policy=<:NUM:>,wakefulness=<:NUM:>,wksummary=<:HEX:>,uasummary=<:HEX:>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<:NUM:>,auto=<:NUM:>,adj=<:NUM:>.0userId=<:NUM:>"
59,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",3,"ready=true,policy=<:NUM:>,wakefulness=<:NUM:>,wksummary=<:HEX:>,uasummary=<:HEX:>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<:NUM:>,auto=<:NUM:>,adj=<:NUM:>.0userId=<:NUM:>"
60,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",3,"ready=true,policy=<:NUM:>,wakefulness=<:NUM:>,wksummary=<:HEX:>,uasummary=<:HEX:>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<:NUM:>,auto=<:NUM:>,adj=<:NUM:>.0userId=<:NUM:>"
61,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",3,"ready=true,policy=<:NUM:>,wakefulness=<:NUM:>,wksummary=<:HEX:>,uasummary=<:HEX:>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<:NUM:>,auto=<:NUM:>,adj=<:NUM:>.0userId=<:NUM:>"
62,"release:lock=166121161, flg=0x0, tag=""RILJ_ACK_WL"", name=com.android.phone"", ws=null, uid=1001, pid=2626",29,"release:lock=<:NUM:>, flg=<:HEX:>, tag=""RILJ ACK WL"", name=com.android.phone"", ws=null, uid=<:NUM:>, pid=<:NUM:>"
63,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",3,"ready=true,policy=<:NUM:>,wakefulness=<:NUM:>,wksummary=<:HEX:>,uasummary=<:HEX:>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<:NUM:>,auto=<:NUM:>,adj=<:NUM:>.0userId=<:NUM:>"
64,shouldBlockLocation running ...,26,shouldBlockLocation running ...
65,shouldBlockLocation  ret:false,27,shouldBlockLocation ret:false
66,"release:lock=264232593, flg=0x0, tag=""AudioMix"", name=audioserver"", ws=null, uid=1041, pid=0",12,"release:lock=<:NUM:>, flg=<:HEX:>, <:*:> <:*:> <:*:> uid=<:NUM:>, pid=<:NUM:>"
67,"ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",3,"ready=true,policy=<:NUM:>,wakefulness=<:NUM:>,wksummary=<:HEX:>,uasummary=<:HEX:>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<:NUM:>,auto=<:NUM:>,adj=<:NUM:>.0userId=<:NUM:>"
68,"Releasing suspend blocker ""PowerManagerService.WakeLocks"".",30,"Releasing suspend blocker ""PowerManagerService.WakeLocks""."
69,HBM brightnessIn =38,31,HBM <:*:> =<:NUM:>
70,HBM brightnessOut =38,31,HBM <:*:> =<:NUM:>
71,"Animating brightness: target=38, rate=200",32,"Animating brightness: target=<:NUM:>, rate=<:NUM:>"
72,"userActivityNoUpdateLocked: eventTime=261849942, event=2, flags=0x0, uid=1000",18,"userActivityNoUpdateLocked: eventTime=<:NUM:>, event=<:NUM:>, flags=<:HEX:>, uid=<:NUM:>"
73,"ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",3,"ready=true,policy=<:NUM:>,wakefulness=<:NUM:>,wksummary=<:HEX:>,uasummary=<:HEX:>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<:NUM:>,auto=<:NUM:>,adj=<:NUM:>.0userId=<:NUM:>"
74,suspendAutohide,33,suspendAutohide
75,interceptKeyTq keycode=4 interactive=true keyguardActive=false policyFlags=2b000002 down true canceled false,34,interceptKeyTq keycode=<:NUM:> interactive=true keyguardActive=false policyFlags=2b000002 down <:*:> canceled false
76,"interceptKeyBeforeQueueing: key 4 , result : 1",35,"interceptKeyBeforeQueueing: key <:NUM:> , result : <:NUM:>"
77,"userActivityNoUpdateLocked: eventTime=261849949, event=1, flags=0x0, uid=1000",18,"userActivityNoUpdateLocked: eventTime=<:NUM:>, event=<:NUM:>, flags=<:HEX:>, uid=<:NUM:>"
78,"ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",3,"ready=true,policy=<:NUM:>,wakefulness=<:NUM:>,wksummary=<:HEX:>,uasummary=<:HEX:>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<:NUM:>,auto=<:NUM:>,adj=<:NUM:>.0userId=<:NUM:>"
79,resumeSuspendedAutohide,36,resumeSuspendedAutohide
80,interceptKeyTq keycode=4 interactive=true keyguardActive=false policyFlags=2b000002 down false canceled false,34,interceptKeyTq keycode=<:NUM:> interactive=true keyguardActive=false policyFlags=2b000002 down <:*:> canceled false
81,"interceptKeyBeforeQueueing: key 4 , result : 1",35,"interceptKeyBeforeQueueing: key <:NUM:> , result : <:NUM:>"
82,querySoundEffectsEnabled...,37,querySoundEffectsEnabled...
83,"acquire lock=189667585, flags=0x1, tag=""*launch*"", name=android, ws=WorkSource{10113}, uid=1000, pid=1702",38,"acquire lock=<:NUM:>, flags=<:HEX:>, tag=""*launch*"", name=android, ws=WorkSource{<:NUM:>}, uid=<:NUM:>, pid=<:NUM:>"
84,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",3,"ready=true,policy=<:NUM:>,wakefulness=<:NUM:>,wksummary=<:HEX:>,uasummary=<:HEX:>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<:NUM:>,auto=<:NUM:>,adj=<:NUM:>.0userId=<:NUM:>"
85,"Acquiring suspend blocker ""PowerManagerService.WakeLocks"".",39,"Acquiring suspend blocker ""PowerManagerService.WakeLocks""."
86,Skipping AppWindowToken{9f4ef63 token=Token{a64f992 ActivityRecord{de9231d u0 com.tencent.qt.qtl/.activity.info.NewsDetailXmlActivity t761}}} -- going to hide,4,Skipping <:*:> <:*:> <:*:> u0 <:*:> t761}}} -- going to hide
87,"setSystemUiVisibility vis=508 mask=ffffffff oldVal=40000500 newVal=508 diff=40000008 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 720, 1280), dockedStackBounds=Rect(0, 0 - 0, 0)",13,"setSystemUiVisibility vis=<:NUM:> mask=ffffffff oldVal=<:NUM:> newVal=<:NUM:> diff=<:NUM:> fullscreenStackVis=<:NUM:> dockedStackVis=<:NUM:>, fullscreenStackBounds=Rect(<:NUM:>, <:NUM:> - <:NUM:>, <:NUM:>), dockedStackBounds=Rect(<:NUM:>, <:NUM:> - <:NUM:>, <:NUM:>)"
88,cancelAutohide,14,cancelAutohide
89,"notifyUiVisibilityChanged:vis=0x508, SystemUiVisibility=0x508",15,"notifyUiVisibilityChanged:vis=<:HEX:>, SystemUiVisibility=<:HEX:>"
90,Bad activity token: android.os.BinderProxy@2bd79ce,40,Bad activity token: android.os.BinderProxy@2bd79ce
91,java.lang.ClassCastException: android.os.BinderProxy cannot be cast to com.android.server.am.ActivityRecord$Token,41,java.lang.ClassCastException: android.os.BinderProxy cannot be cast to com.android.server.am.ActivityRecord$Token
92,Skipping AppWindowToken{9f4ef63 token=Token{a64f992 ActivityRecord{de9231d u0 com.tencent.qt.qtl/.activity.info.NewsDetailXmlActivity t761}}} -- going to hide,4,Skipping <:*:> <:*:> <:*:> u0 <:*:> t761}}} -- going to hide
93,"release:lock=189667585, flg=0x0, tag=""*launch*"", name=android"", ws=WorkSource{10113}, uid=1000, pid=1702",12,"release:lock=<:NUM:>, flg=<:HEX:>, <:*:> <:*:> <:*:> uid=<:NUM:>, pid=<:NUM:>"
94,"ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",3,"ready=true,policy=<:NUM:>,wakefulness=<:NUM:>,wksummary=<:HEX:>,uasummary=<:HEX:>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<:NUM:>,auto=<:NUM:>,adj=<:NUM:>.0userId=<:NUM:>"
95,"Releasing suspend blocker ""PowerManagerService.WakeLocks"".",30,"Releasing suspend blocker ""PowerManagerService.WakeLocks""."
96,"setSystemUiVisibility vis=40000500 mask=ffffffff oldVal=508 newVal=40000500 diff=40000008 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 720, 1280), dockedStackBounds=Rect(0, 0 - 0, 0)",13,"setSystemUiVisibility vis=<:NUM:> mask=ffffffff oldVal=<:NUM:> newVal=<:NUM:> diff=<:NUM:> fullscreenStackVis=<:NUM:> dockedStackVis=<:NUM:>, fullscreenStackBounds=Rect(<:NUM:>, <:NUM:> - <:NUM:>, <:NUM:>), dockedStackBounds=Rect(<:NUM:>, <:NUM:> - <:NUM:>, <:NUM:>)"
97,cancelAutohide,14,cancelAutohide
98,"notifyUiVisibilityChanged:vis=0x40000500, SystemUiVisibility=0x40000500",15,"notifyUiVisibilityChanged:vis=<:HEX:>, SystemUiVisibility=<:HEX:>"
99,"userActivityNoUpdateLocked: eventTime=261850777, event=2, flags=0x0, uid=1000",18,"userActivityNoUpdateLocked: eventTime=<:NUM:>, event=<:NUM:>, flags=<:HEX:>, uid=<:NUM:>"
100,"ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",3,"ready=true,policy=<:NUM:>,wakefulness=<:NUM:>,wksummary=<:HEX:>,uasummary=<:HEX:>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<:NUM:>,auto=<:NUM:>,adj=<:NUM:>.0userId=<:NUM:>"
101,suspendAutohide,33,suspendAutohide
102,suspendAutohide,33,suspendAutohide
103,"onTouchEvent::0, x=271.0, y=14.0",42,"onTouchEvent::<:NUM:>, x=<:NUM:>.<:NUM:>, y=<:NUM:>.<:NUM:>"
104,schedulePeek,43,schedulePeek
105,getRingtonePlayer...,44,getRingtonePlayer...
106,disable: < expand ICONS* alerts SYSTEM_INFO* back home recent clock navigationbar search quick_settings >,45,disable: < expand ICONS* alerts SYSTEM INFO* back home recent clock navigationbar search quick settings >
107,suspendAutohide,33,suspendAutohide
108,"updateLightsLocked,mInCall =false,mScreenOn = true,ledNotification == null?true",46,"updateLightsLocked,mInCall =false,mScreenOn = true,ledNotification == null?true"
109,"updateLightsLocked,turn off notificationLight",47,"updateLightsLocked,turn off notificationLight"
110,getRingtonePlayer...,44,getRingtonePlayer...
111,"updateLightsLocked,mInCall =false,mScreenOn = true,ledNotification == null?true",46,"updateLightsLocked,mInCall =false,mScreenOn = true,ledNotification == null?true"
112,"updateLightsLocked,turn off notificationLight",47,"updateLightsLocked,turn off notificationLight"
113,"overlapAmount:196.0, previousNotificationEnd:0.0, newYTranslation:-196.0, location:4, i:0, getTopPadding:333.0, getLocationOnScreen():-529",48,"overlapAmount:<:NUM:>.<:NUM:>, previousNotificationEnd:<:NUM:>.<:NUM:>, newYTranslation:<:NUM:>.<:NUM:>, location:<:NUM:>, i:<:NUM:>, getTopPadding:<:NUM:>.<:NUM:>, getLocationOnScreen():<:NUM:>"
114,"state.clipTopAmount:180, i:0",49,"state.clipTopAmount:<:NUM:>, i:<:NUM:>"
115,"updateClipping isOverlap:true, getTopPadding=333.0, Translation=-529.0",9,"updateClipping <:*:> getTopPadding=<:NUM:>.<:NUM:>, Translation=<:NUM:>.<:NUM:>"
116,updateDimmedActivatedHideSensitive overlap:true,10,updateDimmedActivatedHideSensitive <:*:>
117,getRunningAppProcesses: caller 10113 does not hold REAL_GET_TASKS; limiting output,11,getRunningAppProcesses: caller <:NUM:> does not hold REAL GET TASKS; limiting output
118,"setSystemUiVisibility vis=40000600 mask=ffffffff oldVal=40000500 newVal=40000600 diff=300 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 720, 1280), dockedStackBounds=Rect(0, 0 - 0, 0)",13,"setSystemUiVisibility vis=<:NUM:> mask=ffffffff oldVal=<:NUM:> newVal=<:NUM:> diff=<:NUM:> fullscreenStackVis=<:NUM:> dockedStackVis=<:NUM:>, fullscreenStackBounds=Rect(<:NUM:>, <:NUM:> - <:NUM:>, <:NUM:>), dockedStackBounds=Rect(<:NUM:>, <:NUM:> - <:NUM:>, <:NUM:>)"
119,"notifyUiVisibilityChanged:vis=0x40000600, SystemUiVisibility=0x40000600",15,"notifyUiVisibilityChanged:vis=<:HEX:>, SystemUiVisibility=<:HEX:>"
