LineId,Content,EventId,EventTemplate
54,Interrupted while waiting for message on queue,4,Interrupted while waiting for message on queue
55,Interrupting SendWorker,6,Interrupting SendWorker
56,Received connection request /10.10.34.13:58116,2,Received connection request /<:IP:>:<:NUM:>
57,Received connection request /10.10.34.11:45957,2,Received connection request /<:IP:>:<:NUM:>
58,Interrupted while waiting for message on queue,4,Interrupted while waiting for message on queue
59,"Connection broken for id 188978561024, my id = 1, error =",5,"Connection broken for id <:NUM:>, my id = <:NUM:>, error ="
60,Interrupting SendWorker,6,Interrupting SendWorker
61,Interrupting SendWorker,6,Interrupting SendWorker
62,"Connection broken for id 188978561024, my id = 1, error =",5,"Connection broken for id <:NUM:>, my id = <:NUM:>, error ="
63,Send worker leaving thread,3,Send worker leaving thread
64,Received connection request /10.10.34.13:58303,2,Received connection request /<:IP:>:<:NUM:>
65,Received connection request /10.10.34.12:48096,2,Received connection request /<:IP:>:<:NUM:>
66,Send worker leaving thread,3,Send worker leaving thread
67,Interrupting SendWorker,6,Interrupting SendWorker
68,Interrupted while waiting for message on queue,4,Interrupted while waiting for message on queue
69,Interrupted while waiting for message on queue,4,Interrupted while waiting for message on queue
70,Interrupting SendWorker,6,Interrupting SendWorker
71,Send worker leaving thread,3,Send worker leaving thread
72,Interrupting SendWorker,6,Interrupting SendWorker
73,Send worker leaving thread,3,Send worker leaving thread
74,Received connection request /10.10.34.12:48141,2,Received connection request /<:IP:>:<:NUM:>
75,Interrupting SendWorker,6,Interrupting SendWorker
76,Send worker leaving thread,3,Send worker leaving thread
77,"Connection broken for id 188978561024, my id = 1, error =",5,"Connection broken for id <:NUM:>, my id = <:NUM:>, error ="
78,Interrupted while waiting for message on queue,4,Interrupted while waiting for message on queue
79,Interrupted while waiting for message on queue,4,Interrupted while waiting for message on queue
80,Interrupting SendWorker,6,Interrupting SendWorker
81,Received connection request /10.10.34.13:58421,2,Received connection request /<:IP:>:<:NUM:>
82,Send worker leaving thread,3,Send worker leaving thread
83,Interrupted while waiting for message on queue,4,Interrupted while waiting for message on queue
84,Send worker leaving thread,3,Send worker leaving thread
85,Received connection request /10.10.34.11:46128,2,Received connection request /<:IP:>:<:NUM:>
86,Interrupted while waiting for message on queue,4,Interrupted while waiting for message on queue
87,Interrupted while waiting for message on queue,4,Interrupted while waiting for message on queue
88,Interrupting SendWorker,6,Interrupting SendWorker
89,Interrupting SendWorker,6,Interrupting SendWorker
90,Received connection request /10.10.34.13:58452,2,Received connection request /<:IP:>:<:NUM:>
91,Interrupting SendWorker,6,Interrupting SendWorker
92,"Connection broken for id 188978561024, my id = 1, error =",5,"Connection broken for id <:NUM:>, my id = <:NUM:>, error ="
93,Interrupted while waiting for message on queue,4,Interrupted while waiting for message on queue
94,Send worker leaving thread,3,Send worker leaving thread
95,Received connection request /10.10.34.11:46173,2,Received connection request /<:IP:>:<:NUM:>
96,Interrupted while waiting for message on queue,4,Interrupted while waiting for message on queue
97,Received connection request /10.10.34.12:48280,2,Received connection request /<:IP:>:<:NUM:>
98,Send worker leaving thread,3,Send worker leaving thread
99,"Connection broken for id 188978561024, my id = 1, error =",5,"Connection broken for id <:NUM:>, my id = <:NUM:>, error ="
100,Interrupted while waiting for message on queue,4,Interrupted while waiting for message on queue
101,Interrupted while waiting for message on queue,4,Interrupted while waiting for message on queue
102,Interrupted while waiting for message on queue,4,Interrupted while waiting for message on queue
103,"Connection broken for id 188978561024, my id = 1, error =",5,"Connection broken for id <:NUM:>, my id = <:NUM:>, error ="
104,Interrupting SendWorker,6,Interrupting SendWorker
105,"Connection broken for id 188978561024, my id = 1, error =",5,"Connection broken for id <:NUM:>, my id = <:NUM:>, error ="
106,"Connection broken for id 188978561024, my id = 1, error =",5,"Connection broken for id <:NUM:>, my id = <:NUM:>, error ="
107,Interrupting SendWorker,6,Interrupting SendWorker
108,Received connection request /10.10.34.13:58565,2,Received connection request /<:IP:>:<:NUM:>
109,Interrupting SendWorker,6,Interrupting SendWorker
110,Interrupting SendWorker,6,Interrupting SendWorker
111,Send worker leaving thread,3,Send worker leaving thread
112,Interrupting SendWorker,6,Interrupting SendWorker
113,Interrupting SendWorker,6,Interrupting SendWorker
114,"Connection broken for id 188978561024, my id = 1, error =",5,"Connection broken for id <:NUM:>, my id = <:NUM:>, error ="
115,Send worker leaving thread,3,Send worker leaving thread
116,Received connection request /10.10.34.12:48413,2,Received connection request /<:IP:>:<:NUM:>
117,Interrupting SendWorker,6,Interrupting SendWorker
118,Received connection request /10.10.34.11:46329,2,Received connection request /<:IP:>:<:NUM:>
119,Interrupted while waiting for message on queue,4,Interrupted while waiting for message on queue
120,Send worker leaving thread,3,Send worker leaving thread
121,Interrupting SendWorker,6,Interrupting SendWorker
122,Interrupted while waiting for message on queue,4,Interrupted while waiting for message on queue
123,"Connection broken for id 188978561024, my id = 1, error =",5,"Connection broken for id <:NUM:>, my id = <:NUM:>, error ="
124,"Connection broken for id 188978561024, my id = 1, error =",5,"Connection broken for id <:NUM:>, my id = <:NUM:>, error ="
125,Received connection request /10.10.34.11:46360,2,Received connection request /<:IP:>:<:NUM:>
126,Interrupted while waiting for message on queue,4,Interrupted while waiting for message on queue
127,Interrupting SendWorker,6,Interrupting SendWorker
128,"Connection broken for id 188978561024, my id = 1, error =",5,"Connection broken for id <:NUM:>, my id = <:NUM:>, error ="
129,Interrupting SendWorker,6,Interrupting SendWorker
130,"Connection broken for id 188978561024, my id = 1, error =",5,"Connection broken for id <:NUM:>, my id = <:NUM:>, error ="
131,Interrupted while waiting for message on queue,4,Interrupted while waiting for message on queue
132,Received connection request /10.10.34.11:46424,2,Received connection request /<:IP:>:<:NUM:>
133,Interrupting SendWorker,6,Interrupting SendWorker
134,Send worker leaving thread,3,Send worker leaving thread
135,"Connection broken for id 188978561024, my id = 1, error =",5,"Connection broken for id <:NUM:>, my id = <:NUM:>, error ="
136,Received connection request /10.10.34.11:46440,2,Received connection request /<:IP:>:<:NUM:>
137,Interrupting SendWorker,6,Interrupting SendWorker
138,Interrupted while waiting for message on queue,4,Interrupted while waiting for message on queue
139,"Connection broken for id 188978561024, my id = 1, error =",5,"Connection broken for id <:NUM:>, my id = <:NUM:>, error ="
140,Interrupted while waiting for message on queue,4,Interrupted while waiting for message on queue
141,Interrupting SendWorker,6,Interrupting SendWorker
142,Send worker leaving thread,3,Send worker leaving thread
143,Interrupted while waiting for message on queue,4,Interrupted while waiting for message on queue
144,Received connection request /10.10.34.12:48600,2,Received connection request /<:IP:>:<:NUM:>
145,Interrupting SendWorker,6,Interrupting SendWorker
146,Received connection request /10.10.34.11:46519,2,Received connection request /<:IP:>:<:NUM:>
147,Send worker leaving thread,3,Send worker leaving thread
148,Send worker leaving thread,3,Send worker leaving thread
149,Interrupting SendWorker,6,Interrupting SendWorker
150,Send worker leaving thread,3,Send worker leaving thread
151,Send worker leaving thread,3,Send worker leaving thread
152,Received connection request /10.10.34.11:46552,2,Received connection request /<:IP:>:<:NUM:>
153,"Connection broken for id 188978561024, my id = 1, error =",5,"Connection broken for id <:NUM:>, my id = <:NUM:>, error ="
154,Interrupted while waiting for message on queue,4,Interrupted while waiting for message on queue
155,Interrupted while waiting for message on queue,4,Interrupted while waiting for message on queue
156,"Connection broken for id 188978561024, my id = 1, error =",5,"Connection broken for id <:NUM:>, my id = <:NUM:>, error ="
157,Interrupting SendWorker,6,Interrupting SendWorker
158,"Connection broken for id 188978561024, my id = 1, error =",5,"Connection broken for id <:NUM:>, my id = <:NUM:>, error ="
159,"Connection broken for id 188978561024, my id = 1, error =",5,"Connection broken for id <:NUM:>, my id = <:NUM:>, error ="
160,Interrupted while waiting for message on queue,4,Interrupted while waiting for message on queue
161,Send worker leaving thread,3,Send worker leaving thread
162,"Connection broken for id 188978561024, my id = 1, error =",5,"Connection broken for id <:NUM:>, my id = <:NUM:>, error ="
163,"Connection broken for id 188978561024, my id = 1, error =",5,"Connection broken for id <:NUM:>, my id = <:NUM:>, error ="
164,Send worker leaving thread,3,Send worker leaving thread
165,Send worker leaving thread,3,Send worker leaving thread
166,Received connection request /10.10.34.13:59016,2,Received connection request /<:IP:>:<:NUM:>
167,Interrupting SendWorker,6,Interrupting SendWorker
168,Send worker leaving thread,3,Send worker leaving thread
169,Interrupting SendWorker,6,Interrupting SendWorker
170,Received connection request /10.10.34.12:48811,2,Received connection request /<:IP:>:<:NUM:>
171,Received connection request /10.10.34.13:59037,2,Received connection request /<:IP:>:<:NUM:>
172,Send worker leaving thread,3,Send worker leaving thread
173,Interrupting SendWorker,6,Interrupting SendWorker
174,Send worker leaving thread,3,Send worker leaving thread
175,Send worker leaving thread,3,Send worker leaving thread
176,Interrupted while waiting for message on queue,4,Interrupted while waiting for message on queue
177,Interrupted while waiting for message on queue,4,Interrupted while waiting for message on queue
178,"Connection broken for id 188978561024, my id = 1, error =",5,"Connection broken for id <:NUM:>, my id = <:NUM:>, error ="
179,Received connection request /10.10.34.13:59078,2,Received connection request /<:IP:>:<:NUM:>
180,"Connection broken for id 188978561024, my id = 1, error =",5,"Connection broken for id <:NUM:>, my id = <:NUM:>, error ="
181,Interrupting SendWorker,6,Interrupting SendWorker
182,Received connection request /10.10.34.11:46798,2,Received connection request /<:IP:>:<:NUM:>
183,Interrupting SendWorker,6,Interrupting SendWorker
184,"Connection broken for id 188978561024, my id = 1, error =",5,"Connection broken for id <:NUM:>, my id = <:NUM:>, error ="
185,"Connection broken for id 188978561024, my id = 1, error =",5,"Connection broken for id <:NUM:>, my id = <:NUM:>, error ="
186,Received connection request /10.10.34.11:46812,2,Received connection request /<:IP:>:<:NUM:>
187,"Connection broken for id 188978561024, my id = 1, error =",5,"Connection broken for id <:NUM:>, my id = <:NUM:>, error ="
188,Received connection request /10.10.34.13:59130,2,Received connection request /<:IP:>:<:NUM:>
189,Interrupting SendWorker,6,Interrupting SendWorker
190,Received connection request /10.10.34.12:48922,2,Received connection request /<:IP:>:<:NUM:>
191,Send worker leaving thread,3,Send worker leaving thread
192,Interrupted while waiting for message on queue,4,Interrupted while waiting for message on queue
193,Interrupting SendWorker,6,Interrupting SendWorker
194,Interrupted while waiting for message on queue,4,Interrupted while waiting for message on queue
195,Interrupted while waiting for message on queue,4,Interrupted while waiting for message on queue
196,Send worker leaving thread,3,Send worker leaving thread
197,Interrupted while waiting for message on queue,4,Interrupted while waiting for message on queue
198,Received connection request /10.10.34.11:47327,2,Received connection request /<:IP:>:<:NUM:>
199,Interrupted while waiting for message on queue,4,Interrupted while waiting for message on queue
200,Received connection request /10.10.34.11:47351,2,Received connection request /<:IP:>:<:NUM:>
201,Received connection request /10.10.34.11:47366,2,Received connection request /<:IP:>:<:NUM:>
202,"Connection broken for id 188978561024, my id = 1, error =",5,"Connection broken for id <:NUM:>, my id = <:NUM:>, error ="
203,Received connection request /10.10.34.11:47390,2,Received connection request /<:IP:>:<:NUM:>
204,Received connection request /10.10.34.13:59614,2,Received connection request /<:IP:>:<:NUM:>
205,Interrupting SendWorker,6,Interrupting SendWorker
206,Interrupting SendWorker,6,Interrupting SendWorker
207,Interrupted while waiting for message on queue,4,Interrupted while waiting for message on queue
208,Interrupting SendWorker,6,Interrupting SendWorker
209,Interrupted while waiting for message on queue,4,Interrupted while waiting for message on queue
210,"Connection broken for id 188978561024, my id = 1, error =",5,"Connection broken for id <:NUM:>, my id = <:NUM:>, error ="
211,Interrupting SendWorker,6,Interrupting SendWorker
212,"Connection broken for id 188978561024, my id = 1, error =",5,"Connection broken for id <:NUM:>, my id = <:NUM:>, error ="
213,Received connection request /10.10.34.11:47472,2,Received connection request /<:IP:>:<:NUM:>
214,"Connection broken for id 188978561024, my id = 1, error =",5,"Connection broken for id <:NUM:>, my id = <:NUM:>, error ="
215,Received connection request /10.10.34.13:59689,2,Received connection request /<:IP:>:<:NUM:>
216,Send worker leaving thread,3,Send worker leaving thread
217,Received connection request /10.10.34.13:59706,2,Received connection request /<:IP:>:<:NUM:>
218,Received connection request /10.10.34.13:59722,2,Received connection request /<:IP:>:<:NUM:>
219,Interrupted while waiting for message on queue,4,Interrupted while waiting for message on queue
220,Interrupting SendWorker,6,Interrupting SendWorker
221,Received connection request /10.10.34.11:47540,2,Received connection request /<:IP:>:<:NUM:>
222,"Connection broken for id 188978561024, my id = 1, error =",5,"Connection broken for id <:NUM:>, my id = <:NUM:>, error ="
223,Received connection request /10.10.34.11:47571,2,Received connection request /<:IP:>:<:NUM:>
224,Interrupted while waiting for message on queue,4,Interrupted while waiting for message on queue
225,Received connection request /10.10.34.11:47615,2,Received connection request /<:IP:>:<:NUM:>
226,Received connection request /10.10.34.12:49588,2,Received connection request /<:IP:>:<:NUM:>
227,Send worker leaving thread,3,Send worker leaving thread
228,Received connection request /10.10.34.12:49610,2,Received connection request /<:IP:>:<:NUM:>
229,Interrupted while waiting for message on queue,4,Interrupted while waiting for message on queue
230,Send worker leaving thread,3,Send worker leaving thread
231,Interrupting SendWorker,6,Interrupting SendWorker
232,Interrupted while waiting for message on queue,4,Interrupted while waiting for message on queue
233,Send worker leaving thread,3,Send worker leaving thread
234,Interrupting SendWorker,6,Interrupting SendWorker
235,Interrupted while waiting for message on queue,4,Interrupted while waiting for message on queue
236,Interrupting SendWorker,6,Interrupting SendWorker
237,Send worker leaving thread,3,Send worker leaving thread
238,Interrupted while waiting for message on queue,4,Interrupted while waiting for message on queue
239,Send worker leaving thread,3,Send worker leaving thread
240,Interrupting SendWorker,6,Interrupting SendWorker
241,Send worker leaving thread,3,Send worker leaving thread
242,Interrupting SendWorker,6,Interrupting SendWorker
243,Send worker leaving thread,3,Send worker leaving thread
244,Send worker leaving thread,3,Send worker leaving thread
245,Interrupting SendWorker,6,Interrupting SendWorker
246,Interrupted while waiting for message on queue,4,Interrupted while waiting for message on queue
247,"Connection broken for id 188978561024, my id = 1, error =",5,"Connection broken for id <:NUM:>, my id = <:NUM:>, error ="
248,Send worker leaving thread,3,Send worker leaving thread
249,Received connection request /10.10.34.13:59925,2,Received connection request /<:IP:>:<:NUM:>
250,Interrupted while waiting for message on queue,4,Interrupted while waiting for message on queue
251,Interrupted while waiting for message on queue,4,Interrupted while waiting for message on queue
252,Send worker leaving thread,3,Send worker leaving thread
253,Interrupted while waiting for message on queue,4,Interrupted while waiting for message on queue
254,"Connection broken for id 188978561024, my id = 1, error =",5,"Connection broken for id <:NUM:>, my id = <:NUM:>, error ="
255,Interrupting SendWorker,6,Interrupting SendWorker
256,Interrupting SendWorker,6,Interrupting SendWorker
257,"Connection broken for id 188978561024, my id = 1, error =",5,"Connection broken for id <:NUM:>, my id = <:NUM:>, error ="
258,Interrupted while waiting for message on queue,4,Interrupted while waiting for message on queue
259,Send worker leaving thread,3,Send worker leaving thread
260,Interrupted while waiting for message on queue,4,Interrupted while waiting for message on queue
261,"Connection broken for id 188978561024, my id = 1, error =",5,"Connection broken for id <:NUM:>, my id = <:NUM:>, error ="
262,Send worker leaving thread,3,Send worker leaving thread
263,Interrupted while waiting for message on queue,4,Interrupted while waiting for message on queue
264,Received connection request /10.10.34.11:47885,2,Received connection request /<:IP:>:<:NUM:>
265,Received connection request /10.10.34.12:49806,2,Received connection request /<:IP:>:<:NUM:>
266,Send worker leaving thread,3,Send worker leaving thread
267,"Connection broken for id 188978561024, my id = 1, error =",5,"Connection broken for id <:NUM:>, my id = <:NUM:>, error ="
268,Interrupted while waiting for message on queue,4,Interrupted while waiting for message on queue
269,Interrupted while waiting for message on queue,4,Interrupted while waiting for message on queue
270,Received connection request /10.10.34.13:60070,2,Received connection request /<:IP:>:<:NUM:>
271,"Connection broken for id 188978561024, my id = 1, error =",5,"Connection broken for id <:NUM:>, my id = <:NUM:>, error ="
272,Send worker leaving thread,3,Send worker leaving thread
273,Interrupting SendWorker,6,Interrupting SendWorker
274,"Connection broken for id 188978561024, my id = 1, error =",5,"Connection broken for id <:NUM:>, my id = <:NUM:>, error ="
275,Interrupting SendWorker,6,Interrupting SendWorker
276,Interrupting SendWorker,6,Interrupting SendWorker
277,Interrupted while waiting for message on queue,4,Interrupted while waiting for message on queue
278,Interrupting SendWorker,6,Interrupting SendWorker
279,Received connection request /10.10.34.12:49940,2,Received connection request /<:IP:>:<:NUM:>
280,Interrupted while waiting for message on queue,4,Interrupted while waiting for message on queue
281,Send worker leaving thread,3,Send worker leaving thread
282,Interrupting SendWorker,6,Interrupting SendWorker
283,Send worker leaving thread,3,Send worker leaving thread
284,"Connection broken for id 188978561024, my id = 1, error =",5,"Connection broken for id <:NUM:>, my id = <:NUM:>, error ="
285,Send worker leaving thread,3,Send worker leaving thread
286,"Connection broken for id 188978561024, my id = 1, error =",5,"Connection broken for id <:NUM:>, my id = <:NUM:>, error ="
287,"Connection broken for id 188978561024, my id = 1, error =",5,"Connection broken for id <:NUM:>, my id = <:NUM:>, error ="
288,Interrupting SendWorker,6,Interrupting SendWorker
289,Interrupted while waiting for message on queue,4,Interrupted while waiting for message on queue
290,Send worker leaving thread,3,Send worker leaving thread
291,Interrupting SendWorker,6,Interrupting SendWorker
292,"Connection broken for id 188978561024, my id = 1, error =",5,"Connection broken for id <:NUM:>, my id = <:NUM:>, error ="
293,Interrupted while waiting for message on queue,4,Interrupted while waiting for message on queue
294,Send worker leaving thread,3,Send worker leaving thread
295,Received connection request /10.10.34.12:50043,2,Received connection request /<:IP:>:<:NUM:>
296,Interrupting SendWorker,6,Interrupting SendWorker
297,Interrupting SendWorker,6,Interrupting SendWorker
298,Interrupted while waiting for message on queue,4,Interrupted while waiting for message on queue
299,Send worker leaving thread,3,Send worker leaving thread
300,"Connection broken for id 188978561024, my id = 1, error =",5,"Connection broken for id <:NUM:>, my id = <:NUM:>, error ="
301,Interrupted while waiting for message on queue,4,Interrupted while waiting for message on queue
302,"Connection broken for id 188978561024, my id = 1, error =",5,"Connection broken for id <:NUM:>, my id = <:NUM:>, error ="
303,Received connection request /10.10.34.13:60366,2,Received connection request /<:IP:>:<:NUM:>
304,Interrupted while waiting for message on queue,4,Interrupted while waiting for message on queue
305,Send worker leaving thread,3,Send worker leaving thread
306,Send worker leaving thread,3,Send worker leaving thread
307,Interrupted while waiting for message on queue,4,Interrupted while waiting for message on queue
308,"Connection broken for id 188978561024, my id = 1, error =",5,"Connection broken for id <:NUM:>, my id = <:NUM:>, error ="
309,"Connection broken for id 188978561024, my id = 1, error =",5,"Connection broken for id <:NUM:>, my id = <:NUM:>, error ="
310,Send worker leaving thread,3,Send worker leaving thread
311,Interrupting SendWorker,6,Interrupting SendWorker
312,Received connection request /10.10.34.11:48289,2,Received connection request /<:IP:>:<:NUM:>
313,"Connection broken for id 188978561024, my id = 1, error =",5,"Connection broken for id <:NUM:>, my id = <:NUM:>, error ="
314,Received connection request /10.10.34.13:60423,2,Received connection request /<:IP:>:<:NUM:>
315,Interrupted while waiting for message on queue,4,Interrupted while waiting for message on queue
316,"Connection broken for id 188978561024, my id = 1, error =",5,"Connection broken for id <:NUM:>, my id = <:NUM:>, error ="
317,Interrupted while waiting for message on queue,4,Interrupted while waiting for message on queue
318,Interrupting SendWorker,6,Interrupting SendWorker
319,Interrupting SendWorker,6,Interrupting SendWorker
320,Send worker leaving thread,3,Send worker leaving thread
321,Send worker leaving thread,3,Send worker leaving thread
322,Send worker leaving thread,3,Send worker leaving thread
323,"Connection broken for id 188978561024, my id = 1, error =",5,"Connection broken for id <:NUM:>, my id = <:NUM:>, error ="
324,Interrupted while waiting for message on queue,4,Interrupted while waiting for message on queue
325,Received connection request /10.10.34.13:60489,2,Received connection request /<:IP:>:<:NUM:>
326,Interrupted while waiting for message on queue,4,Interrupted while waiting for message on queue
327,Send worker leaving thread,3,Send worker leaving thread
328,"Connection broken for id 188978561024, my id = 1, error =",5,"Connection broken for id <:NUM:>, my id = <:NUM:>, error ="
329,"Connection broken for id 188978561024, my id = 1, error =",5,"Connection broken for id <:NUM:>, my id = <:NUM:>, error ="
330,Interrupted while waiting for message on queue,4,Interrupted while waiting for message on queue
331,"Connection broken for id 188978561024, my id = 1, error =",5,"Connection broken for id <:NUM:>, my id = <:NUM:>, error ="
332,Received connection request /10.10.34.12:50332,2,Received connection request /<:IP:>:<:NUM:>
333,Interrupting SendWorker,6,Interrupting SendWorker
334,Interrupted while waiting for message on queue,4,Interrupted while waiting for message on queue
335,Interrupted while waiting for message on queue,4,Interrupted while waiting for message on queue
336,"Connection broken for id 188978561024, my id = 1, error =",5,"Connection broken for id <:NUM:>, my id = <:NUM:>, error ="
337,Received connection request /10.10.34.12:50354,2,Received connection request /<:IP:>:<:NUM:>
338,"Connection broken for id 188978561024, my id = 1, error =",5,"Connection broken for id <:NUM:>, my id = <:NUM:>, error ="
339,Interrupted while waiting for message on queue,4,Interrupted while waiting for message on queue
340,Interrupting SendWorker,6,Interrupting SendWorker
341,Interrupting SendWorker,6,Interrupting SendWorker
342,Send worker leaving thread,3,Send worker leaving thread
343,Interrupted while waiting for message on queue,4,Interrupted while waiting for message on queue
344,Received connection request /10.10.34.11:48503,2,Received connection request /<:IP:>:<:NUM:>
345,"Connection broken for id 188978561024, my id = 1, error =",5,"Connection broken for id <:NUM:>, my id = <:NUM:>, error ="
346,"Connection broken for id 188978561024, my id = 1, error =",5,"Connection broken for id <:NUM:>, my id = <:NUM:>, error ="
347,Received connection request /10.10.34.12:50434,2,Received connection request /<:IP:>:<:NUM:>
348,Interrupted while waiting for message on queue,4,Interrupted while waiting for message on queue
349,Received connection request /10.10.34.11:48563,2,Received connection request /<:IP:>:<:NUM:>
350,Interrupted while waiting for message on queue,4,Interrupted while waiting for message on queue
351,"Connection broken for id 188978561024, my id = 1, error =",5,"Connection broken for id <:NUM:>, my id = <:NUM:>, error ="
352,"Connection broken for id 188978561024, my id = 1, error =",5,"Connection broken for id <:NUM:>, my id = <:NUM:>, error ="
353,Send worker leaving thread,3,Send worker leaving thread
354,Received connection request /10.10.34.11:48609,2,Received connection request /<:IP:>:<:NUM:>
355,Interrupted while waiting for message on queue,4,Interrupted while waiting for message on queue
356,Interrupting SendWorker,6,Interrupting SendWorker
357,Received connection request /10.10.34.11:48612,2,Received connection request /<:IP:>:<:NUM:>
358,Send worker leaving thread,3,Send worker leaving thread
359,"Connection broken for id 188978561024, my id = 1, error =",5,"Connection broken for id <:NUM:>, my id = <:NUM:>, error ="
360,Send worker leaving thread,3,Send worker leaving thread
361,"Connection broken for id 188978561024, my id = 1, error =",5,"Connection broken for id <:NUM:>, my id = <:NUM:>, error ="
362,Received connection request /10.10.34.13:60717,2,Received connection request /<:IP:>:<:NUM:>
363,Send worker leaving thread,3,Send worker leaving thread
364,Interrupted while waiting for message on queue,4,Interrupted while waiting for message on queue
365,Received connection request /10.10.34.13:60726,2,Received connection request /<:IP:>:<:NUM:>
366,Send worker leaving thread,3,Send worker leaving thread
367,Received connection request /10.10.34.12:50526,2,Received connection request /<:IP:>:<:NUM:>
368,"Connection broken for id 188978561024, my id = 1, error =",5,"Connection broken for id <:NUM:>, my id = <:NUM:>, error ="
369,Interrupting SendWorker,6,Interrupting SendWorker
370,Interrupted while waiting for message on queue,4,Interrupted while waiting for message on queue
371,Received connection request /10.10.34.13:60750,2,Received connection request /<:IP:>:<:NUM:>
372,"Connection broken for id 188978561024, my id = 1, error =",5,"Connection broken for id <:NUM:>, my id = <:NUM:>, error ="
373,Interrupting SendWorker,6,Interrupting SendWorker
374,Received connection request /10.10.34.12:50546,2,Received connection request /<:IP:>:<:NUM:>
375,Send worker leaving thread,3,Send worker leaving thread
376,Interrupting SendWorker,6,Interrupting SendWorker
377,"Connection broken for id 188978561024, my id = 1, error =",5,"Connection broken for id <:NUM:>, my id = <:NUM:>, error ="
378,Interrupted while waiting for message on queue,4,Interrupted while waiting for message on queue
379,"Connection broken for id 188978561024, my id = 1, error =",5,"Connection broken for id <:NUM:>, my id = <:NUM:>, error ="
380,Interrupting SendWorker,6,Interrupting SendWorker
381,Interrupting SendWorker,6,Interrupting SendWorker
382,Interrupting SendWorker,6,Interrupting SendWorker
383,Received connection request /10.10.34.12:50597,2,Received connection request /<:IP:>:<:NUM:>
