LineId,Content,EventId,EventTemplate
136,onExtend:1514038540000 1 0 4,2,onExtend:<:NUM:> <:NUM:> <:NUM:> <:NUM:>
137,getTodayTotalDetailSteps = 1514038440000##7024##548365##8661##13881##27183469,6,getTodayTotalDetailSteps = <:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>
138,setTodayTotalDetailSteps=1514038440000##7025##548365##8661##13976##27183974,7,setTodayTotalDetailSteps=<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>
139,calculateCaloriesWithCache totalCalories=127161,8,calculateCaloriesWithCache totalCalories=<:NUM:>
140,calculateAltitudeWithCache totalAltitude=240,9,calculateAltitudeWithCache totalAltitude=<:NUM:>
141,REPORT : 7025 5015 150475 240,10,REPORT : <:NUM:> <:NUM:> <:NUM:> <:NUM:>
142,onStandStepChanged 3598,1,onStandStepChanged <:NUM:>
143,onExtend:1514038541000 1 0 4,2,onExtend:<:NUM:> <:NUM:> <:NUM:> <:NUM:>
144,getTodayTotalDetailSteps = 1514038440000##7025##548365##8661##13976##27183974,6,getTodayTotalDetailSteps = <:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>
145,setTodayTotalDetailSteps=1514038440000##7026##548365##8661##14071##27184972,7,setTodayTotalDetailSteps=<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>
146,calculateCaloriesWithCache totalCalories=127182,8,calculateCaloriesWithCache totalCalories=<:NUM:>
147,calculateAltitudeWithCache totalAltitude=240,9,calculateAltitudeWithCache totalAltitude=<:NUM:>
148,REPORT : 7026 5016 150496 240,10,REPORT : <:NUM:> <:NUM:> <:NUM:> <:NUM:>
149,onStandStepChanged 3599,1,onStandStepChanged <:NUM:>
150,onExtend:1514038541000 1 0 4,2,onExtend:<:NUM:> <:NUM:> <:NUM:> <:NUM:>
151,getTodayTotalDetailSteps = 1514038440000##7026##548365##8661##14071##27184972,6,getTodayTotalDetailSteps = <:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>
152,setTodayTotalDetailSteps=1514038440000##7027##548365##8661##14166##27185467,7,setTodayTotalDetailSteps=<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>
153,calculateCaloriesWithCache totalCalories=127204,8,calculateCaloriesWithCache totalCalories=<:NUM:>
154,calculateAltitudeWithCache totalAltitude=240,9,calculateAltitudeWithCache totalAltitude=<:NUM:>
155,REPORT : 7027 5017 150518 240,10,REPORT : <:NUM:> <:NUM:> <:NUM:> <:NUM:>
156,onStandStepChanged 3600,1,onStandStepChanged <:NUM:>
157,onExtend:1514038542000 1 0 4,2,onExtend:<:NUM:> <:NUM:> <:NUM:> <:NUM:>
158,getTodayTotalDetailSteps = 1514038440000##7027##548365##8661##14166##27185467,6,getTodayTotalDetailSteps = <:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>
159,setTodayTotalDetailSteps=1514038440000##7028##548365##8661##14261##27185977,7,setTodayTotalDetailSteps=<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>
160,calculateCaloriesWithCache totalCalories=127225,8,calculateCaloriesWithCache totalCalories=<:NUM:>
161,calculateAltitudeWithCache totalAltitude=240,9,calculateAltitudeWithCache totalAltitude=<:NUM:>
162,REPORT : 7028 5017 150539 240,10,REPORT : <:NUM:> <:NUM:> <:NUM:> <:NUM:>
163,onStandStepChanged 3601,1,onStandStepChanged <:NUM:>
164,onExtend:1514038542000 1 0 4,2,onExtend:<:NUM:> <:NUM:> <:NUM:> <:NUM:>
165,getTodayTotalDetailSteps = 1514038440000##7028##548365##8661##14261##27185977,6,getTodayTotalDetailSteps = <:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>
166,setTodayTotalDetailSteps=1514038440000##7029##548365##8661##14356##27186469,7,setTodayTotalDetailSteps=<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>
167,calculateCaloriesWithCache totalCalories=127246,8,calculateCaloriesWithCache totalCalories=<:NUM:>
168,calculateAltitudeWithCache totalAltitude=240,9,calculateAltitudeWithCache totalAltitude=<:NUM:>
169,REPORT : 7029 5018 150561 240,10,REPORT : <:NUM:> <:NUM:> <:NUM:> <:NUM:>
170,onStandStepChanged 3602,1,onStandStepChanged <:NUM:>
171,onExtend:1514038543000 1 0 4,2,onExtend:<:NUM:> <:NUM:> <:NUM:> <:NUM:>
172,getTodayTotalDetailSteps = 1514038440000##7029##548365##8661##14356##27186469,6,getTodayTotalDetailSteps = <:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>
173,setTodayTotalDetailSteps=1514038440000##7030##548365##8661##14451##27187468,7,setTodayTotalDetailSteps=<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>
174,calculateCaloriesWithCache totalCalories=127268,8,calculateCaloriesWithCache totalCalories=<:NUM:>
175,calculateAltitudeWithCache totalAltitude=240,9,calculateAltitudeWithCache totalAltitude=<:NUM:>
176,REPORT : 7030 5019 150582 240,10,REPORT : <:NUM:> <:NUM:> <:NUM:> <:NUM:>
177,onStandStepChanged 3603,1,onStandStepChanged <:NUM:>
178,onExtend:1514038544000 1 0 4,2,onExtend:<:NUM:> <:NUM:> <:NUM:> <:NUM:>
179,getTodayTotalDetailSteps = 1514038440000##7030##548365##8661##14451##27187468,6,getTodayTotalDetailSteps = <:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>
180,setTodayTotalDetailSteps=1514038440000##7031##548365##8661##14546##27187968,7,setTodayTotalDetailSteps=<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>
181,calculateCaloriesWithCache totalCalories=127289,8,calculateCaloriesWithCache totalCalories=<:NUM:>
182,calculateAltitudeWithCache totalAltitude=240,9,calculateAltitudeWithCache totalAltitude=<:NUM:>
183,REPORT : 7031 5020 150604 240,10,REPORT : <:NUM:> <:NUM:> <:NUM:> <:NUM:>
184,onStandStepChanged 3604,1,onStandStepChanged <:NUM:>
185,onExtend:1514038544000 1 0 4,2,onExtend:<:NUM:> <:NUM:> <:NUM:> <:NUM:>
186,getTodayTotalDetailSteps = 1514038440000##7031##548365##8661##14546##27187968,6,getTodayTotalDetailSteps = <:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>
187,setTodayTotalDetailSteps=1514038440000##7032##548365##8661##14641##27188471,7,setTodayTotalDetailSteps=<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>
188,calculateCaloriesWithCache totalCalories=127311,8,calculateCaloriesWithCache totalCalories=<:NUM:>
189,calculateAltitudeWithCache totalAltitude=240,9,calculateAltitudeWithCache totalAltitude=<:NUM:>
190,REPORT : 7032 5020 150625 240,10,REPORT : <:NUM:> <:NUM:> <:NUM:> <:NUM:>
191,onStandStepChanged 3605,1,onStandStepChanged <:NUM:>
192,onExtend:1514038545000 1 0 4,2,onExtend:<:NUM:> <:NUM:> <:NUM:> <:NUM:>
193,getTodayTotalDetailSteps = 1514038440000##7032##548365##8661##14641##27188471,6,getTodayTotalDetailSteps = <:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>
194,setTodayTotalDetailSteps=1514038440000##7033##548365##8661##14736##27189469,7,setTodayTotalDetailSteps=<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>
195,calculateCaloriesWithCache totalCalories=127332,8,calculateCaloriesWithCache totalCalories=<:NUM:>
196,calculateAltitudeWithCache totalAltitude=240,9,calculateAltitudeWithCache totalAltitude=<:NUM:>
197,REPORT : 7033 5021 150646 240,10,REPORT : <:NUM:> <:NUM:> <:NUM:> <:NUM:>
198,onStandStepChanged 3606,1,onStandStepChanged <:NUM:>
199,onExtend:1514038546000 1 0 4,2,onExtend:<:NUM:> <:NUM:> <:NUM:> <:NUM:>
200,getTodayTotalDetailSteps = 1514038440000##7033##548365##8661##14736##27189469,6,getTodayTotalDetailSteps = <:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>
201,setTodayTotalDetailSteps=1514038440000##7034##548365##8661##14831##27189969,7,setTodayTotalDetailSteps=<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>
202,calculateCaloriesWithCache totalCalories=127354,8,calculateCaloriesWithCache totalCalories=<:NUM:>
203,calculateAltitudeWithCache totalAltitude=240,9,calculateAltitudeWithCache totalAltitude=<:NUM:>
204,REPORT : 7034 5022 150668 240,10,REPORT : <:NUM:> <:NUM:> <:NUM:> <:NUM:>
205,onStandStepChanged 3607,1,onStandStepChanged <:NUM:>
206,onExtend:1514038546000 1 0 4,2,onExtend:<:NUM:> <:NUM:> <:NUM:> <:NUM:>
207,getTodayTotalDetailSteps = 1514038440000##7034##548365##8661##14831##27189969,6,getTodayTotalDetailSteps = <:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>
208,setTodayTotalDetailSteps=1514038440000##7035##548365##8661##14926##27190469,7,setTodayTotalDetailSteps=<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>
209,calculateCaloriesWithCache totalCalories=127375,8,calculateCaloriesWithCache totalCalories=<:NUM:>
210,calculateAltitudeWithCache totalAltitude=240,9,calculateAltitudeWithCache totalAltitude=<:NUM:>
211,REPORT : 7035 5022 150689 240,10,REPORT : <:NUM:> <:NUM:> <:NUM:> <:NUM:>
212,onStandStepChanged 3608,1,onStandStepChanged <:NUM:>
213,onExtend:1514038547000 1 0 4,2,onExtend:<:NUM:> <:NUM:> <:NUM:> <:NUM:>
214,getTodayTotalDetailSteps = 1514038440000##7035##548365##8661##14926##27190469,6,getTodayTotalDetailSteps = <:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>
215,setTodayTotalDetailSteps=1514038440000##7036##548365##8661##15021##27190970,7,setTodayTotalDetailSteps=<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>
216,calculateCaloriesWithCache totalCalories=127396,8,calculateCaloriesWithCache totalCalories=<:NUM:>
217,calculateAltitudeWithCache totalAltitude=240,9,calculateAltitudeWithCache totalAltitude=<:NUM:>
218,REPORT : 7036 5023 150711 240,10,REPORT : <:NUM:> <:NUM:> <:NUM:> <:NUM:>
219,onStandStepChanged 3609,1,onStandStepChanged <:NUM:>
220,onExtend:1514038548000 1 0 4,2,onExtend:<:NUM:> <:NUM:> <:NUM:> <:NUM:>
221,getTodayTotalDetailSteps = 1514038440000##7036##548365##8661##15021##27190970,6,getTodayTotalDetailSteps = <:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>
222,setTodayTotalDetailSteps=1514038440000##7037##548365##8661##15116##27191969,7,setTodayTotalDetailSteps=<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>
